id,name,rate,rate2010,earnings,num,population,,,
4003,Cochise,652,965,1622033,585,101864,,,
48079,Cochran,182,269,56820,586,6403,,,
47029,Cocke,864,1279,283801,587,20336,,,
4005,Coconino,204,302,1948045,588,105313,,,
46029,Codington,547,810,530098,589,30203,,,
47031,Coffee,761,1126,976782,590,62471,,,
13069,Coffee,644,953,638744,591,44206,,,
1031,Coffee,674,998,505388,592,36939,,,
20031,Coffey,530,784,181529,593,17608,,,
48081,Coke,314,465,33986,594,4961,,,
1033,Colbert,440,651,900480,595,72974,,,
29051,Cole,920,1362,2153259,596,126276,,,
48083,Coleman,664,983,73118,597,13247,,,
17029,Coles,618,915,975335,598,48554,,,
35007,Colfax,227,336,185761,599,12682,,,
31037,Colfax,598,885,177588,600,17256,,,
45029,Colleton,458,678,387222,601,31755,,,
12021,Collier,144,213,5244510,602,190825,,,
48085,Collin,1110,1643,10921005,603,278981,,,
48087,Collingsworth,400,592,44144,604,4018,,,
51570,Colonial Heights,0,0,0,605,17356,,,
48089,Colorado,1274,1886,238367,606,19104,,,
13071,Colquitt,594,879,498797,607,45556,,,
42037,Columbia,533,789,1021993,608,40912,,,
36021,Columbia,360,533,891508,609,92075,,,
13073,Columbia,135,200,817806,610,77342,,,
55021,Columbia,1221,1807,803278,611,62220,,,
12023,Columbia,472,699,697123,612,37774,,,
41009,Columbia,619,916,455059,613,33938,,,
5027,Columbia,287,425,407477,614,15780,,,
53013,Columbia,131,194,63277,615,5788,,,
39029,Columbiana,878,1299,1244943,616,90115,,,
37047,Columbus,1001,1481,720273,617,45142,,,
6011,Colusa,568,841,328894,618,20825,,,
48091,Comal,561,830,1177519,619,66330,,,
40031,Comanche,841,1245,2049342,620,111841,,,
48093,Comanche,1244,1841,161211,621,11415,,,
20033,Comanche,199,295,16018,622,2295,,,
48095,Concho,337,499,33942,623,3819,,,
22029,Concordia,267,395,165208,624,8218,,,
1035,Conecuh,302,447,164585,625,16408,,,
8021,Conejos,374,554,56991,626,8216,,,
6013,Contra Costa,565,836,23425802,627,971487,,,
56009,Converse,222,329,213530,628,22137,,,
5029,Conway,639,946,283877,629,34927,,,
17031,Cook,190,281,169775997,630,5376559,,,
13075,Cook,236,349,162633,631,12758,,,
27031,Cook,5,7,92199,632,10063,,,
48097,Cooke,1160,1717,551202,633,18252,,,
29053,Cooper,752,1113,185284,634,16873,,,
41011,Coos,613,907,823675,635,50970,,,
33007,Coos,156,231,532641,636,27531,,,
1037,Coosa,187,277,71995,637,4754,,,
28029,Copiah,454,672,257469,638,13125,,,
46031,Corson,391,579,32819,639,3356,,,
36023,Cortland,411,608,730580,640,49310,,,
48099,Coryell,889,1316,436149,641,61278,,,
39031,Coshocton,720,1066,532981,642,32005,,,
8023,Costilla,159,235,24900,643,3157,,,
48101,Cottle,139,206,26195,644,1748,,,
40033,Cotton,489,724,43812,645,3304,,,
27033,Cottonwood,756,1119,185164,646,16661,,,
1039,Covington,728,1077,505484,647,48077,,,
28031,Covington,451,667,190781,648,12172,,,
51580,Covington,0,0,0,649,6344,,,
13077,Coweta,309,457,1088459,650,87393,,,
20035,Cowley,877,1298,565535,651,60321,,,
53015,Cowlitz,343,508,1719715,652,99111,,,
40035,Craig,965,1428,202648,653,15908,,,
51045,Craig,154,228,23812,654,2040,,,
5031,Craighead,626,926,1461100,655,74751,,,
48103,Crane,42,62,52534,656,5039,,,
37049,Craven,265,392,2035889,657,125244,,,
42039,Crawford,1008,1492,1245035,658,83447,,,
5033,Crawford,740,1095,643016,659,49500,,,
39033,Crawford,648,959,636203,660,42826,,,
20037,Crawford,721,1067,567881,661,32923,,,
17033,Crawford,479,709,337677,662,36551,,,
19047,Crawford,1071,1585,273742,663,21692,,,
55023,Crawford,833,1233,248185,664,21055,,,
29055,Crawford,613,907,226250,665,11319,,,
26039,Crawford,17,25,172865,666,11820,,,
18025,Crawford,358,530,84331,667,8255,,,
13079,Crawford,107,158,60598,668,5542,,,
40037,Creek,1048,1551,691806,669,40674,,,
1041,Crenshaw,426,630,174892,670,10574,,,
13081,Crisp,168,249,285320,671,44878,,,
5035,Crittenden,180,266,614759,672,46774,,,
21055,Crittenden,455,673,75175,673,3300,,,
47033,Crockett,355,525,158584,674,10280,,,
48105,Crockett,112,166,37753,675,3896,,,
41013,Crook,418,619,269768,676,22782,,,
56011,Crook,345,511,83251,677,13834,,,
48107,Crosby,275,407,63722,678,6356,,,
5037,Cross,268,397,200272,679,20467,,,
27035,Crow Wing,459,679,959740,680,41917,,,
8025,Crowley,179,265,63031,681,5185,,,
48109,Culberson,58,86,27622,682,2359,,,
1043,Cullman,1953,2890,1102894,683,74314,,,
51047,Culpeper,396,586,575667,684,27923,,,
23005,Cumberland,369,546,7891701,685,427590,,,
37051,Cumberland,390,577,6599914,686,344842,,,
42041,Cumberland,850,1258,5984814,687,242682,,,
34011,Cumberland,499,739,2679026,688,154218,,,
47035,Cumberland,598,885,599040,689,35542,,,
17035,Cumberland,565,836,110335,690,11539,,,
21057,Cumberland,546,808,56432,691,3373,,,
51049,Cumberland,202,299,46923,692,5870,,,
31039,Cuming,890,1317,198191,693,15850,,,
37053,Currituck,67,99,148522,694,14753,,,
35009,Curry,460,681,733076,695,60714,,,
41015,Curry,145,215,231779,696,25504,,,
40039,Custer,731,1082,356725,697,31758,,,
31041,Custer,1150,1702,178748,698,16919,,,
30017,Custer,300,444,165154,699,19931,,,
46033,Custer,279,413,83733,700,6091,,,
16037,Custer,213,315,69849,701,7839,,,
8027,Custer,106,157,35337,702,2507,,,
39035,Cuyahoga,88,130,42188220,703,1381483,,,
13083,Dade,178,263,116353,704,21387,,,
29057,Dade,765,1132,84510,705,11377,,,
49009,Daggett,25,37,14447,706,1349,,,
27037,Dakota,744,1101,7576577,707,189717,,,
31043,Dakota,253,374,438716,708,27602,,,
1045,Dale,373,552,1086391,709,60971,,,
48111,Dallam,226,334,193678,710,14215,,,
48113,Dallas,585,866,102414571,711,2267590,,,
1047,Dallas,345,511,611110,712,40579,,,
19049,Dallas,781,1156,536739,713,39117,,,
5039,Dallas,102,151,119488,714,15360,,,
29059,Dallas,1004,1486,107835,715,10293,,,
55025,Dane,2144,3173,13144232,716,477932,,,
30019,Daniels,261,386,33168,717,8413,,,
51590,Danville,0,0,0,718,40750,,,
37055,Dare,3,4,603567,719,40786,,,
39037,Darke,1669,2470,761955,720,52990,,,
45031,Darlington,298,441,957674,721,56135,,,
42043,Dauphin,511,756,8252606,722,280652,,,
47037,Davidson,400,592,22850246,723,578527,,,
37057,Davidson,793,1174,1819685,724,139042,,,
37059,Davie,474,702,415264,725,37992,,,
21059,Daviess,1075,1591,1602134,726,88900,,,
18027,Daviess,962,1424,360084,727,48023,,,
29061,Daviess,732,1083,69947,728,7735,,,
49011,Davis,474,702,3964482,729,181346,,,
19051,Davis,790,1169,89512,730,10222,,,
46035,Davison,410,607,402841,731,28238,,,
31045,Dawes,381,564,94909,732,15119,,,
31047,Dawson,640,947,386424,733,22094,,,
13085,Dawson,161,238,179146,734,10873,,,
48115,Dawson,370,548,166016,735,13558,,,
30021,Dawson,346,512,134542,736,11671,,,
46037,Day,634,938,83886,737,7627,,,
35011,De Baca,149,221,21736,738,6715,,,
22031,De Soto,511,756,282079,739,18702,,,
17039,De Witt,422,625,277560,740,24170,,,
48117,Deaf Smith,465,688,324988,741,19430,,,
18029,Dearborn,657,972,615935,742,45939,,,
18031,Decatur,562,832,485740,743,27890,,,
13087,Decatur,288,426,390949,744,36896,,,
47039,Decatur,404,598,134576,745,17907,,,
19053,Decatur,561,830,80820,746,10534,,,
20039,Decatur,331,490,39263,747,3991,,,
30023,Deer Lodge,56,83,95102,748,11719,,,
39039,Defiance,707,1046,815993,749,88459,,,
13089,DeKalb,43,64,18619856,750,682207,,,
17037,DeKalb,742,1098,1437735,751,91010,,,
1049,DeKalb,1744,2581,985141,752,43975,,,
18033,DeKalb,582,861,943062,753,62496,,,
47041,DeKalb,702,1039,189028,754,20325,,,
29063,DeKalb,651,963,94863,755,9091,,,
6015,Del Norte,69,102,298089,756,23324,,,
42045,Delaware,48,71,12421081,757,381093,,,
18035,Delaware,606,897,2142356,758,85442,,,
39041,Delaware,572,847,2087395,759,87468,,,
36025,Delaware,604,894,699613,760,45509,,,
40041,Delaware,1072,1587,300478,761,26034,,,
19055,Delaware,1140,1687,271048,762,19526,,,
26041,Delta,204,302,612683,763,38538,,,
8029,Delta,806,1193,271493,764,14194,,,
48119,Delta,344,509,39853,765,2633,,,
2068,Denali,0,0,91107,766,9478,,,
29065,Dent,651,963,148284,767,14482,,,
48121,Denton,1366,2022,5379059,768,233592,,,
8031,Denver,12,18,31056473,769,564411,,,
19057,Des Moines,562,832,959929,770,68004,,,
41017,Deschutes,954,1412,2272976,771,153012,,,
5041,Desha,201,297,205777,772,21686,,,
28033,DeSoto,432,639,1415324,773,104639,,,
12027,DeSoto,576,852,328688,774,19042,,,
46039,Deuel,560,829,70902,775,10424,,,
31049,Deuel,191,283,19997,776,2548,,,
46041,Dewey,334,494,71720,777,6775,,,
40043,Dewey,591,875,45433,778,3970,,,
48123,DeWitt,1347,1994,241425,779,16869,,,
48125,Dickens,230,340,21108,780,3385,,,
51051,Dickenson,91,135,115096,781,6762,,,
38021,Dickey,492,728,88367,782,13597,,,
26043,Dickinson,85,126,562470,783,45994,,,
19059,Dickinson,474,702,305744,784,19494,,,
20041,Dickinson,823,1218,221375,785,20158,,,
47043,Dickson,920,1362,574875,786,34162,,,
2070,Dillingham,0,0,105084,787,10607,,,
45033,Dillon,211,312,319141,788,26169,,,
48127,Dimmit,170,252,92205,789,9809,,,
51053,Dinwiddie,306,453,1205328,790,78145,,,
0,District of Columbia,,0,0,791,578042,,,
38023,Divide,466,690,27188,792,2670,,,
12029,Dixie,98,145,103341,793,8870,,,
31051,Dixon,536,793,85970,794,10793,,,
54017,Doddridge,241,357,39997,795,3305,,,
55027,Dodge,1669,2470,1473099,796,146008,,,
31053,Dodge,698,1033,584969,797,33248,,,
27039,Dodge,626,926,216432,798,18341,,,
13091,Dodge,364,539,186067,799,11233,,,
8033,Dolores,116,172,19339,800,2149,,,
35013,Dona Ana,1062,1572,2158547,801,150995,,,
20043,Doniphan,437,647,105077,802,4866,,,
48129,Donley,275,407,38689,803,3756,,,
13093,Dooly,183,271,146154,804,14148,,,
55029,Door,678,1003,468174,805,31033,,,
45035,Dorchester,267,395,966732,806,98549,,,
24019,Dorchester,283,419,453329,807,29136,,,
13095,Dougherty,145,215,2223194,808,92972,,,
31055,Douglas,305,451,15839063,809,621798,,,
8035,Douglas,450,666,3086190,810,183797,,,
20045,Douglas,730,1080,1763310,811,82392,,,
41019,Douglas,1647,2438,1467344,812,86290,,,
13097,Douglas,93,138,1200963,813,56195,,,
32005,Douglas,140,207,873864,814,61680,,,
55031,Douglas,234,346,652241,815,34578,,,
27041,Douglas,874,1294,585474,816,45110,,,
17041,Douglas,564,835,363332,817,23021,,,
53017,Douglas,674,998,280485,818,25156,,,
29067,Douglas,1096,1622,102343,819,9287,,,
46043,Douglas,409,605,51220,820,9986,,,
5043,Drew,258,382,237546,821,27079,,,
18037,Dubois,730,1080,1093918,822,66929,,,
19061,Dubuque,1352,2001,1931583,823,132178,,,
49013,Duchesne,643,952,194305,824,19537,,,
25007,Dukes,43,64,353652,825,30711,,,
31057,Dundy,234,346,34521,826,4247,,,
29069,Dunklin,451,667,347596,827,27634,,,
55033,Dunn,1207,1786,574277,828,43866,,,
38025,Dunn,579,857,37577,829,3861,,,
17043,DuPage,61,90,35284872,830,914228,,,
37061,Duplin,1183,1751,728289,831,87605,,,
37063,Durham,128,189,10572249,832,429655,,,
36027,Dutchess,369,546,6001422,833,280805,,,
12031,Duval,319,472,22366267,834,791064,,,
48131,Duval,852,1261,113349,835,10536,,,
47045,Dyer,443,656,669192,836,40682,,,
8037,Eagle,94,139,1381276,837,109913,,,
13099,Early,254,376,229139,838,15566,,,
22033,East Baton Rouge,457,676,9890715,839,474420,,,
22035,East Carroll,163,241,75119,840,9284,,,
22037,East Feliciana,418,619,179584,841,24322,,,
48133,Eastland,1006,1489,246114,842,33307,,,
26045,Eaton,973,1440,1415352,843,79983,,,
55035,Eau Claire,830,1228,2013267,844,119287,,,
13101,Echols,75,111,20848,845,1793,,,
48135,Ector,167,247,2063438,846,105839,,,
35015,Eddy,398,589,846028,847,48875,,,
38027,Eddy,274,406,27215,848,2854,,,
17045,Edgar,706,1045,262947,849,17703,,,
37065,Edgecombe,293,434,940862,850,51917,,,
45037,Edgefield,221,327,228602,851,33698,,,
21061,Edmonson,655,969,50679,852,6646,,,
46045,Edmunds,436,645,72622,853,6960,,,
17047,Edwards,280,414,122070,854,14077,,,
20047,Edwards,274,406,56471,855,3655,,,
48137,Edwards,201,297,14807,856,2980,,,
17049,Effingham,956,1415,731337,857,54110,,,
13103,Effingham,163,241,291880,858,29060,,,
6017,El Dorado,615,910,2484278,859,133497,,,
8041,El Paso,631,934,12919140,860,497045,,,
48141,El Paso,358,530,10661227,861,329234,,,
13105,Elbert,282,417,265936,862,26169,,,
8039,Elbert,621,919,149256,863,10735,,,
42047,Elk,134,198,635844,864,54559,,,
20049,Elk,320,474,24934,865,5851,,,
18039,Elkhart,1260,1865,4914189,866,272034,,,
32007,Elko,254,376,759243,867,58596,,,
21063,Elliott,494,731,21899,868,1142,,,
48139,Ellis,1388,2054,1379735,869,43381,,,
20051,Ellis,599,887,532657,870,36817,,,
40045,Ellis,522,773,37790,871,3000,,,
20053,Ellsworth,389,576,84222,872,10087,,,
1051,Elmore,462,684,557738,873,57437,,,
16039,Elmore,226,334,470593,874,25678,,,
13107,Emanuel,322,477,233918,875,25528,,,
49015,Emery,357,528,172204,876,16816,,,
26047,Emmet,171,253,708848,877,52259,,,
19063,Emmet,483,715,179329,878,15386,,,
38029,Emmons,667,987,52586,879,5818,,,
51595,Emporia,0,0,0,880,0,,,
48143,Erath,1469,2174,520470,881,43726,,,
36029,Erie,864,1279,20551806,882,945165,,,
42049,Erie,1031,1526,5269237,883,288744,,,
39043,Erie,320,474,1748890,884,70161,,,
12033,Escambia,423,626,5725500,885,336587,,,
1053,Escambia,321,475,526262,886,42193,,,
32009,Esmeralda,17,25,11678,887,1086,,,
34013,Essex,14,21,24446796,888,793099,,,
25009,Essex,271,401,16590430,889,730782,,,
36031,Essex,159,235,576336,890,47114,,,
51057,Essex,101,149,122367,891,13935,,,
50009,Essex,70,104,72884,892,5173,,,
21065,Estill,427,632,81771,893,8797,,,
1055,Etowah,717,1061,1352451,894,68380,,,
32011,Eureka,56,83,282890,895,21674,,,
22039,Evangeline,516,764,278836,896,19138,,,
13109,Evans,141,209,148347,897,10465,,,
2090,Fairbanks North Star,143,212,2027918,898,143560,,,
51059,Fairfax,113,167,43735839,899,984581,,,
51600,Fairfax,0,0,0,900,17038,,,
9001,Fairfield,182,269,40503867,901,888036,,,
39045,Fairfield,852,1261,1341513,902,91051,,,
45039,Fairfield,175,259,314083,903,19363,,,
46047,Fall River,245,363,98322,904,12382,,,
30025,Fallon,227,336,45214,905,4597,,,
48145,Falls,925,1369,155273,906,9847,,,
51610,Falls Church,0,0,0,907,6373,,,
48147,Fannin,1312,1942,320753,908,25153,,,
13111,Fannin,163,241,189084,909,9250,,,
27043,Faribault,872,1291,202856,910,13145,,,
46049,Faulk,275,407,36232,911,2133,,,
5045,Faulkner,967,1431,1319552,912,79513,,,
51061,Fauquier,787,1165,813560,913,56655,,,
21067,Fayette,578,855,7744302,914,491393,,,
13113,Fayette,188,278,1518542,915,116759,,,
42051,Fayette,701,1037,1492806,916,79168,,,
18041,Fayette,348,515,464850,917,29631,,,
54019,Fayette,166,246,445788,918,33953,,,
39047,Fayette,451,667,409117,919,10279,,,
48149,Fayette,2363,3497,317929,920,24379,,,
19065,Fayette,1197,1772,283123,921,35548,,,
47047,Fayette,594,879,272607,922,28589,,,
17051,Fayette,1006,1489,228495,923,14472,,,
1057,Fayette,277,410,216488,924,24635,,,
47049,Fentress,419,620,155252,925,18159,,,
30027,Fergus,660,977,160533,926,24480,,,
53019,Ferry,181,268,64796,927,8511,,,
27045,Fillmore,1389,2056,262492,928,8437,,,
31059,Fillmore,528,781,97829,929,9635,,,
20055,Finney,353,522,693799,930,66271,,,
48151,Fisher,471,697,40679,931,3612,,,
12035,Flagler,80,118,435055,932,29223,,,
30029,Flathead,736,1089,1289199,933,123573,,,
21069,Fleming,1004,1486,122073,934,24160,,,
45041,Florence,669,990,2671576,935,146673,,,
55037,Florence,70,104,33840,936,2811,,,
13115,Floyd,386,571,1647478,937,70096,,,
18043,Floyd,305,451,1093181,938,39916,,,
21071,Floyd,95,141,447880,939,29643,,,
19067,Floyd,730,1080,215602,940,23345,,,
48153,Floyd,387,573,112802,941,14592,,,
51063,Floyd,700,1036,105796,942,9598,,,
51065,Fluvanna,234,346,136126,943,11783,,,
48155,Foard,163,241,14192,944,799,,,
55039,Fond du Lac,1280,1894,2031946,945,93175,,,
20057,Ford,557,824,584169,946,36024,,,
17053,Ford,506,749,182575,947,16463,,,
55041,Forest,101,149,118107,948,8312,,,
42053,Forest,32,47,54690,949,7088,,,
28035,Forrest,218,323,1426402,950,80387,,,
37067,Forsyth,581,860,8467979,951,314506,,,
13117,Forsyth,458,678,1706344,952,133631,,,
48157,Fort Bend,1024,1516,5151189,953,305002,,,
38031,Foster,255,377,61136,954,6406,,,
18045,Fountain,539,798,225056,955,23350,,,
39049,Franklin,396,586,35306077,956,1082421,,,
42055,Franklin,1111,1644,1949914,957,72009,,,
21073,Franklin,603,892,1370475,958,83442,,,
29071,Franklin,1395,2065,1280465,959,91572,,,
25011,Franklin,426,630,1129376,960,17661,,,
53021,Franklin,623,922,813213,961,57295,,,
36033,Franklin,441,653,676879,962,37386,,,
50011,Franklin,619,916,642629,963,54100,,,
23007,Franklin,188,278,466527,964,27281,,,
51067,Franklin,820,1214,445550,965,37015,,,
37069,Franklin,490,725,443691,966,40891,,,
47051,Franklin,899,1331,404324,967,20336,,,
1059,Franklin,708,1048,402286,968,18781,,,
17055,Franklin,474,702,361456,969,31973,,,
20059,Franklin,837,1239,323159,970,29905,,,
13119,Franklin,615,910,314460,971,21797,,,
5047,Franklin,665,984,187792,972,20122,,,
22041,Franklin,766,1134,173698,973,18544,,,
19069,Franklin,779,1153,164387,974,13451,,,
18047,Franklin,712,1054,146887,975,11152,,,
48159,Franklin,444,657,119794,976,15414,,,
16041,Franklin,546,808,108723,977,14556,,,
12037,Franklin,4,6,108265,978,12835,,,
28037,Franklin,165,244,61748,979,8297,,,
31061,Franklin,362,536,33424,980,3586,,,
51620,Franklin,0,0,0,981,47671,,,
24021,Frederick,1148,1699,3848793,982,215561,,,
51069,Frederick,450,666,1958278,983,83516,,,
51630,Fredericksburg,0,0,0,984,5613,,,
27047,Freeborn,1005,1487,482571,985,56931,,,
48161,Freestone,1090,1613,204761,986,21450,,,
8043,Fremont,420,622,560348,987,35697,,,
56013,Fremont,731,1082,533531,988,53952,,,
19071,Fremont,471,697,130686,989,15387,,,
16043,Fremont,386,571,104368,990,11154,,,
6019,Fresno,5294,7835,13572933,991,350240,,,
48163,Frio,435,644,144695,992,23453,,,
31063,Frontier,356,527,40584,993,4234,,,
13121,Fulton,206,305,52655322,994,846877,,,
39051,Fulton,716,1060,850759,995,60557,,,
36035,Fulton,158,234,713370,996,32505,,,
17057,Fulton,985,1458,299529,997,37643,,,
18049,Fulton,605,895,278680,998,35288,,,
42057,Fulton,397,588,243767,999,14103,,,
21075,Fulton,129,191,123065,1000,14433,,,
5049,Fulton,674,998,73442,1001,8168,,,
31065,Furnas,398,589,63182,1002,4045,,,
12039,Gadsden,279,413,501560,1003,58729,,,
31067,Gage,999,1479,367785,1004,13743,,,
48165,Gaines,478,707,214419,1005,9903,,,
51640,Galax,0,0,0,1006,21938,,,
30031,Gallatin,649,961,1398146,1007,77509,,,
21077,Gallatin,247,366,91575,1008,9928,,,
17059,Gallatin,194,287,59636,1009,9264,,,
39053,Gallia,723,1070,469413,1010,31169,,,
48167,Galveston,379,561,3876643,1011,157061,,,
31069,Garden,229,339,19221,1012,1835,,,
40047,Garfield,1036,1533,955674,1013,67553,,,
8045,Garfield,369,546,898141,1014,45047,,,
49017,Garfield,200,296,60962,1015,10268,,,
53023,Garfield,124,184,29754,1016,1175,,,
31071,Garfield,186,275,21666,1017,2151,,,
30033,Garfield,173,256,15618,1018,1983,,,
5051,Garland,339,502,1229610,1019,94021,,,
21079,Garrard,792,1172,94950,1020,12325,,,
24023,Garrett,560,829,404298,1021,39628,,,
40049,Garvin,1174,1738,327305,1022,24506,,,
48169,Garza,222,329,62420,1023,9709,,,
29073,Gasconade,726,1074,179333,1024,13047,,,
37071,Gaston,265,392,2969984,1025,149659,,,
37073,Gates,174,258,63527,1026,6960,,,
20061,Geary,204,302,936631,1027,55166,,,
39055,Geauga,533,789,1430743,1028,90838,,,
16045,Gem,470,696,113144,1029,16035,,,
26049,Genesee,704,1042,8074209,1030,281264,,,
36037,Genesee,452,669,858653,1031,76304,,,
1061,Geneva,705,1043,234578,1032,14055,,,
29075,Gentry,517,765,71732,1033,8559,,,
28039,George,350,518,129427,1034,12264,,,
45043,Georgetown,189,280,839962,1035,44787,,,
47053,Gibson,804,1190,659434,1036,70577,,,
18051,Gibson,601,889,595845,1037,35939,,,
4007,Gila,110,163,520979,1038,35622,,,
12041,Gilchrist,286,423,108738,1039,13199,,,
47055,Giles,1296,1918,416140,1040,33503,,,
51071,Giles,302,447,204214,1041,15474,,,
48171,Gillespie,1209,1789,259431,1042,18038,,,
41021,Gilliam,105,155,14087,1043,1623,,,
13123,Gilmer,220,326,276812,1044,32703,,,
54021,Gilmer,206,305,70248,1045,5670,,,
8047,Gilpin,12,18,226428,1046,13146,,,
30035,Glacier,303,448,165645,1047,12285,,,
12043,Glades,147,218,62035,1048,3965,,,
26051,Gladwin,366,542,176542,1049,11711,,,
13125,Glascock,68,101,20287,1050,2386,,,
48173,Glasscock,161,238,16742,1051,1712,,,
6021,Glenn,895,1325,319741,1052,15982,,,
34015,Gloucester,620,918,4198381,1053,229351,,,
51073,Gloucester,93,138,293578,1054,31815,,,
13127,Glynn,32,47,1354094,1055,67863,,,
26053,Gogebic,45,67,200812,1056,22827,,,
38033,Golden Valley,196,290,18516,1057,1723,,,
30037,Golden Valley,88,130,5144,1058,314,,,
48175,Goliad,646,956,49688,1059,5470,,,
48177,Gonzales,1422,2105,282176,1060,29512,,,
51075,Goochland,200,296,311103,1061,22391,,,
27049,Goodhue,1337,1979,887655,1062,14909,,,
16047,Gooding,570,844,276371,1063,24397,,,
13129,Gordon,492,728,775641,1064,84665,,,
56015,Goshen,518,767,168041,1065,21708,,,
31073,Gosper,222,329,21351,1066,2089,,,
20063,Gove,412,610,49589,1067,9404,,,
40051,Grady,1298,1921,485417,1068,24516,,,
13131,Grady,448,663,229375,1069,20260,,,
33009,Grafton,309,457,2341474,1070,128821,,,
4009,Graham,225,333,246176,1071,17890,,,
37075,Graham,133,197,86548,1072,9712,,,
20065,Graham,355,525,50641,1073,11753,,,
47057,Grainger,1104,1634,132923,1074,15724,,,
8049,Grand,116,172,247534,1075,15236,,,
49019,Grand,69,102,119633,1076,9595,,,
38035,Grand Forks,621,919,1424776,1077,73240,,,
50013,Grand Isle,95,141,41641,1078,3588,,,
26055,Grand Traverse,332,491,1972057,1079,104876,,,
30039,Granite,99,147,34699,1080,3780,,,
18053,Grant,534,790,1225850,1081,82191,,,
53025,Grant,1267,1875,1109210,1082,69506,,,
55043,Grant,1871,2769,646460,1083,43526,,,
35017,Grant,228,337,353842,1084,23695,,,
54023,Grant,326,482,226420,1085,4833,,,
21081,Grant,932,1379,182104,1086,19888,,,
20067,Grant,213,315,157260,1087,14536,,,
46051,Grant,557,824,144575,1088,16214,,,
5053,Grant,175,259,134169,1089,10971,,,
22043,Grant,174,258,125557,1090,15152,,,
41023,Grant,331,490,103145,1091,13921,,,
27051,Grant,425,629,81463,1092,12714,,,
40053,Grant,649,961,53617,1093,7081,,,
38037,Grant,510,755,24613,1094,3576,,,
31075,Grant,49,73,-564,1095,746,,,
37077,Granville,655,969,773093,1096,15974,,,
26057,Gratiot,787,1165,545864,1097,34626,,,
21083,Graves,993,1470,496665,1098,49994,,,
48179,Gray,256,379,386476,1099,30275,,,
20069,Gray,385,570,110628,1100,13510,,,
53027,Grays Harbor,340,503,961344,1101,54865,,,
48181,Grayson,1632,2415,1784652,1102,111019,,,
21085,Grayson,1354,2004,263925,1103,18451,,,
51077,Grayson,797,1180,86241,1104,7017,,,
31077,Greeley,358,530,32125,1105,2826,,,
20071,Greeley,175,259,25858,1106,5187,,,
55045,Green,1003,1484,539678,1107,28356,,,
21087,Green,1028,1521,65783,1108,6233,,,
55047,Green Lake,587,869,279031,1109,26679,,,
54025,Greenbrier,646,956,481689,1110,28099,,,
29077,Greene,1925,2849,5988756,1111,284315,,,
39057,Greene,670,992,3200245,1112,145611,,,
47059,Greene,2952,4369,1014435,1113,67611,,,
42059,Greene,595,881,567710,1114,38396,,,
36039,Greene,192,284,505709,1115,38914,,,
5055,Greene,629,931,500027,1116,38417,,,
18055,Greene,829,1227,268698,1117,28049,,,
13133,Greene,185,274,190158,1118,20364,,,
37079,Greene,311,460,176732,1119,17170,,,
51079,Greene,183,271,136025,1120,21176,,,
19073,Greene,679,1005,117271,1121,12916,,,
17061,Greene,630,932,112842,1122,6003,,,
28041,Greene,289,428,80750,1123,7242,,,
1063,Greene,217,321,80496,1124,12930,,,
4011,Greenlee,77,114,192218,1125,7394,,,
51081,Greensville,128,189,286905,1126,26839,,,
21089,Greenup,742,1098,391356,1127,38783,,,
45045,Greenville,634,938,10481256,1128,229542,,,
45047,Greenwood,361,534,1284458,1129,76311,,,
20073,Greenwood,514,761,70137,1130,7086,,,
40055,Greer,389,576,65928,1131,9057,,,
48183,Gregg,262,388,2631485,1132,128132,,,
46053,Gregory,552,817,65364,1133,6326,,,
28043,Grenada,189,280,380004,1134,34490,,,
38039,Griggs,327,484,39872,1135,1967,,,
48185,Grimes,1204,1782,277610,1136,22932,,,
17063,Grundy,418,619,782490,1137,69574,,,
19075,Grundy,703,1040,165869,1138,15966,,,
29079,Grundy,552,817,119407,1139,8988,,,
47061,Grundy,321,475,93898,1140,18197,,,
48187,Guadalupe,1536,2273,891984,1141,47437,,,
35019,Guadalupe,228,337,41601,1142,7103,,,
39059,Guernsey,702,1039,512370,1143,38201,,,
37081,Guilford,847,1254,12413009,1144,552663,,,
12045,Gulf,22,33,132157,1145,11163,,,
8051,Gunnison,122,181,272043,1146,30191,,,
19077,Guthrie,844,1249,110758,1147,9059,,,
13135,Gwinnett,316,468,15900979,1148,633316,,,
46055,Haakon,275,407,36235,1149,5042,,,
13137,Habersham,399,591,545615,1150,42463,,,
2100,Haines,0,0,47320,1151,5970,,,
48189,Hale,608,900,586677,1152,42888,,,
1065,Hale,333,493,135104,1153,11138,,,
37083,Halifax,304,450,631899,1154,38463,,,
51083,Halifax,940,1391,475314,1155,35366,,,
13139,Hall,609,901,2778646,1156,166968,,,
31079,Hall,633,937,1120891,1157,93478,,,
48191,Hall,245,363,38729,1158,6912,,,
47063,Hamblen,670,992,1336627,1159,89167,,,
39061,Hamilton,242,358,29224004,1160,849398,,,
47065,Hamilton,515,762,8573325,1161,478981,,,
18057,Hamilton,508,752,4706479,1162,199579,,,
19079,Hamilton,733,1085,305628,1163,25708,,,
12047,Hamilton,197,292,146666,1164,22272,,,
31081,Hamilton,541,801,121250,1165,9446,,,
48193,Hamilton,820,1214,92482,1166,8742,,,
17065,Hamilton,412,610,65901,1167,5837,,,
36041,Hamilton,1,1,56193,1168,7130,,,
20075,Hamilton,193,286,50985,1169,3898,,,
