id,name,rate,earnings
47053,Gibson,804,659434
19099,Jasper,1044,658684
13009,Baldwin,103,658140
55081,Monroe,1325,654307
31111,Lincoln,844,652631
55031,Douglas,234,652241
21107,Hopkins,509,649848
47131,Obion,593,649778
27007,Beltrami,587,649009
42123,Warren,356,648015
55043,Grant,1871,646460
5033,Crawford,740,643016
50011,Franklin,619,642629
20015,Butler,1112,641896
41041,Lincoln,253,641775
26155,Shiawassee,991,640077
42087,Mifflin,552,639707
48265,Kerr,549,638992
13069,Coffee,644,638744
37153,Richmond,197,638739
36057,Montgomery,458,638166
21021,Boyle,606,637768
42009,Bedford,841,637102
28105,Oktibbeha,308,636517
39033,Crawford,648,636203
37087,Haywood,732,636087
42047,Elk,134,635844
47147,Robertson,1235,633782
29187,St. Francois,623,633140
2170,Matanuska-Susitna,0,632983
21009,Barren,1913,632088
37083,Halifax,304,631899
42031,Clarion,400,629954
33019,Sullivan,167,629718
18065,Henry,735,628821
42109,Snyder,601,627411
18083,Knox,515,627136
47177,Warren,1161,626432
18017,Cass,690,624217
26023,Branch,857,623856
18173,Warrick,337,623846
31157,Scotts Bluff,598,623706
37111,McDowell,174,623405
19167,Sioux,1630,623280
28071,Lafayette,330,623221
41053,Polk,919,620464
27061,Itasca,399,618987
18093,Lawrence,771,616447
18029,Dearborn,657,615935
5035,Crittenden,180,614759
48213,Henderson,1461,614035
47003,Bedford,1157,612828
26041,Delta,204,612683
27099,Mower,1056,612547
37013,Beaufort,380,612139
13157,Jackson,666,611645
53075,Whitman,712,611211
1047,Dallas,345,611110
39097,Madison,540,607276
54029,Hancock,67,606688
50001,Addison,544,606342
39107,Mercer,1173,605676
37055,Dare,3,603567
16013,Blaine,168,603350
27027,Clay,691,601543
41007,Clatsop,210,601113
47035,Cumberland,598,599040
42025,Carbon,129,597365
20111,Lyon,743,597290
37165,Scotland,91,596975
18051,Gibson,601,595845
40137,Stephens,984,595286
22087,St. Bernard,24,594670
39123,Ottawa,439,594367
21035,Calloway,630,593977
37181,Vance,239,592670
29161,Phelps,651,592480
42065,Jefferson,370,587289
45025,Chesterfield,426,586907
48189,Hale,608,586677
48465,Val Verde,179,586525
27041,Douglas,874,585474
31053,Dodge,698,584969
20057,Ford,557,584169
17121,Marion,791,583386
22063,Livingston,351,581020
48481,Wharton,1011,580218
21113,Jessamine,664,579565
5091,Miller,441,578519
6093,Siskiyou,567,578363
44001,Bristol,21,577926
8107,Routt,357,577876
18151,Steuben,425,576937
48397,Rockwall,169,576348
36031,Essex,159,576336
48449,Titus,649,575745
51047,Culpeper,396,575667
5063,Independence,847,575171
47043,Dickson,920,574875
55033,Dunn,1207,574277
18137,Ripley,826,573775
27083,Lyon,831,572830
13297,Walton,381,571875
13047,Catoosa,224,571306
17137,Morgan,743,571087
30093,Silver Bow,89,570821
20079,Harvey,674,569588
20037,Crawford,721,567881
42059,Greene,595,567710
51155,Pulaski,318,567595
19179,Wapello,687,567418
13299,Ware,270,567101
48497,Wise,1629,566493
48057,Calhoun,208,566486
6033,Lake,694,566458
20035,Cowley,877,565535
48321,Matagorda,586,564537
48349,Navarro,1213,563943
26043,Dickinson,85,562470
48401,Rusk,1133,561452
21211,Shelby,1324,561373
27009,Benton,786,560645
8043,Fremont,420,560348
18069,Huntington,597,559845
37139,Pasquotank,147,559326
26015,Barry,734,558008
1051,Elmore,462,557738
26165,Wexford,171,557635
21049,Clark,783,557399
22095,St. John the Baptist,16,555522
36003,Allegany,607,554982
29009,Barry,1428,554340
20113,McPherson,1104,553443
54051,Marshall,399,552683
42093,Montour,229,551850
48097,Cooke,1160,551202
46127,Union,491,550973
40121,Pittsburg,1296,550663
29201,Scott,447,549815
18109,Morgan,540,548257
36121,Wyoming,610,547513
28143,Tunica,59,547327
29027,Callaway,1166,547293
29029,Camden,527,546277
18169,Wabash,639,546210
26057,Gratiot,787,545864
13137,Habersham,399,545615
8085,Montrose,686,544544
13223,Paulding,209,541747
46011,Brookings,826,540646
55045,Green,1003,539678
1123,Tallapoosa,295,539573
27015,Brown,1049,539134
20125,Montgomery,838,538065
48049,Brown,986,537204
53047,Okanogan,1124,536800
19049,Dallas,781,536739
13295,Walker,472,536637
28083,Leflore,146,536621
22113,Vermilion,1010,535177
56013,Fremont,731,533531
27017,Carlton,482,533116
39031,Coshocton,720,532981
20051,Ellis,599,532657
33007,Coos,156,532641
31001,Adams,575,532411
17073,Henry,1205,532052
18001,Adams,939,531279
51093,Isle of Wight,163,530309
46029,Codington,547,530098
55095,Polk,1210,527937
1053,Escambia,321,526262
56001,Albany,205,525069
27103,Nicollet,664,523925
22069,Natchitoches,469,523112
5009,Boone,1095,523067
51185,Tazewell,420,522436
26063,Huron,1141,521061
4007,Gila,110,520979
21239,Woodford,529,520931
49045,Tooele,240,520713
48143,Erath,1469,520470
16011,Bingham,1088,517626
55015,Calumet,672,517230
17103,Lee,852,516348
26033,Chippewa,298,513955
18129,Posey,377,513296
21179,Nelson,1200,512513
39059,Guernsey,702,512370
1115,St. Clair,507,511452
16057,Latah,502,509411
13261,Sumter,251,508092
27025,Chisago,718,507631
1113,Russell,187,507139
4023,Santa Cruz,112,506347
36039,Greene,192,505709
1039,Covington,728,505484
1031,Coffee,674,505388
51171,Shenandoah,720,505124
42127,Wayne,551,504602
47073,Hawkins,1707,503850
22001,Acadia,608,502329
12039,Gadsden,279,501560
40089,McCurtain,1248,500859
5005,Baxter,400,500730
5055,Greene,629,500027
42035,Clinton,224,498926
42061,Huntingdon,499,498800
13071,Colquitt,594,498797
26157,Tuscola,937,498766
17011,Bureau,1057,498472
48477,Washington,1715,498470
53045,Mason,130,497962
21083,Graves,993,496665
39021,Champaign,738,495888
28099,Neshoba,643,494666
26029,Charlevoix,180,494376
17109,McDonough,747,494258
37099,Jackson,167,493860
28085,Lincoln,497,493590
21185,Oldham,371,492838
48249,Jim Wells,590,492832
28003,Alcorn,351,492628
21157,Marshall,520,492183
28113,Pike,434,492183
47089,Jefferson,1074,491957
26007,Alpena,360,491256
42117,Tioga,721,490335
18133,Putnam,727,489771
40123,Pontotoc,947,487562
18077,Jefferson,825,487267
51163,Rockbridge,581,486416
40065,Jackson,522,486376
18031,Decatur,562,485740
40051,Grady,1298,485417
47117,Marshall,867,484715
20009,Barton,656,483813
29043,Christian,1192,483106
27047,Freeborn,1005,482571
17157,Randolph,816,482189
12063,Jackson,710,482109
29127,Marion,593,481719
54025,Greenbrier,646,481689
20175,Seward,200,481402
6005,Amador,310,480630
48227,Howard,292,479331
55115,Shawano,1283,478984
29091,Howell,1591,478805
21193,Perry,36,478227
28001,Adams,111,477719
12051,Hendry,241,477235
1017,Chambers,314,476721
18087,LaGrange,1234,475850
51083,Halifax,940,475314
26061,Houghton,122,474078
13013,Barrow,346,473952
51173,Smyth,739,472789
54037,Jefferson,277,472177
56029,Park,481,470986
16039,Elmore,226,470593
47079,Henry,690,470122
39053,Gallia,723,469413
55029,Door,678,468174
24035,Queen Anne's,329,467588
8087,Morgan,671,467052
23007,Franklin,188,466527
1001,Autauga,291,466115
1109,Pike,500,465715
18041,Fayette,348,464850
47099,Lawrence,1300,464657
26137,Otsego,114,464479
36073,Orleans,391,464278
39131,Pike,330,464045
22121,West Baton Rouge,70,463575
48223,Hopkins,1592,462469
51035,Carroll,807,462360
16017,Bonner,436,462127
45071,Newberry,448,461058
32023,Nye,107,459708
50005,Caledonia,387,459292
12131,Walton,344,458610
26123,Newaygo,596,456403
51001,Accomack,216,456159
56033,Sheridan,428,456076
45023,Chester,357,455526
41009,Columbia,619,455059
27005,Becker,914,454960
39069,Henry,804,454002
24019,Dorchester,283,453329
40139,Texas,567,452849
37017,Bladen,531,451032
55069,Lincoln,361,448744
21071,Floyd,95,447880
53037,Kittitas,676,447862
21029,Bullitt,527,447183
29105,Laclede,1173,447016
18023,Clinton,520,445897
54019,Fayette,166,445788
23027,Waldo,304,445682
51067,Franklin,820,445550
17117,Macoupin,1101,445485
26107,Mecosta,530,444915
37069,Franklin,490,443691
47123,Monroe,801,443683
42131,Wyoming,266,443362
55121,Trempealeau,1210,443075
39137,Putnam,1176,441850
13213,Murray,202,441216
41045,Malheur,948,440297
17027,Clinton,811,440134
40021,Cherokee,905,439734
22119,Webster,343,439546
54045,Logan,17,439232
28011,Bolivar,265,439094
18179,Wells,622,439046
31043,Dakota,253,438716
18073,Jasper,573,438052
55049,Iowa,1073,437270
48021,Bastrop,1490,436643
48099,Coryell,889,436149
39161,Van Wert,660,436032
1005,Barbour,376,435634
12035,Flagler,80,435055
47167,Tipton,516,434891
26151,Sanilac,1253,434683
28073,Lamar,342,434497
48241,Jasper,498,434473
49021,Iron,275,431890
51117,Mecklenburg,548,431781
23029,Washington,332,431473
45011,Barnwell,243,431340
40097,Mayes,1154,430041
37145,Person,404,429638
32001,Churchill,460,429171
39135,Preble,937,429072
18061,Harrison,1060,428968
26027,Cass,632,428137
47183,Weakley,749,426728
39071,Highland,1005,426210
23015,Lincoln,190,424651
17021,Christian,736,424489
27119,Polk,995,422711
40079,Le Flore,1359,422593
48233,Hutchinson,136,422373
18103,Miami,631,421842
18183,Whitley,652,421580
35061,Valencia,532,420929
36099,Seneca,327,420643
47105,Loudon,631,420388
6035,Lassen,229,418679
47055,Giles,1296,416140
28095,Monroe,450,416095
37059,Davie,474,415264
21235,Whitley,345,415202
19149,Plymouth,1385,414273
48053,Burnet,864,413979
19027,Carroll,1023,412955
46135,Yankton,616,412215
37175,Transylvania,152,410667
5003,Ashley,218,410270
37123,Montgomery,211,410119
51005,Alleghany,141,409990
53065,Stevens,967,409407
26105,Mason,347,409345
18101,Martin,318,409240
39047,Fayette,451,409117
54005,Boone,35,408910
32019,Lyon,246,408444
54059,Mingo,8,408263
28123,Scott,628,407772
19095,Iowa,834,407741
5027,Columbia,287,407477
40013,Bryan,1240,406826
22117,Washington,754,406481
19191,Winneshiek,1243,406223
19087,Henry,663,405622
47051,Franklin,899,404324
24023,Garrett,560,404298
54083,Randolph,334,402947
46035,Davison,410,402841
1059,Franklin,708,402286
19157,Poweshiek,771,402114
54099,Wayne,164,401022
17107,Logan,691,400316
47019,Carter,610,399472
48373,Polk,471,397817
27059,Isanti,625,397173
48015,Austin,1579,394936
13257,Stephens,164,393700
6009,Calaveras,381,392914
37003,Alexander,464,392372
39087,Lawrence,474,391854
47143,Rhea,316,391762
30081,Ravalli,857,391606
13233,Polk,279,391506
21089,Greenup,742,391356
13087,Decatur,288,390949
29007,Audrain,895,389923
48473,Waller,790,389677
38093,Stutsman,846,388947
27091,Martin,949,388214
5085,Lonoke,629,387831
37113,Macon,262,387746
17135,Montgomery,932,387670
21177,Muhlenberg,524,387451
45029,Colleton,458,387222
28027,Coahoma,122,386915
48179,Gray,256,386476
31047,Dawson,640,386424
48273,Kleberg,193,385212
50015,Lamoille,194,385156
21141,Logan,1032,385071
39175,Wyandot,554,383941
12119,Sumter,641,383649
1009,Blount,1029,383627
55019,Clark,1830,383034
1093,Marion,525,382619
38089,Stark,702,381217
1099,Monroe,359,380988
28107,Panola,504,380107
28043,Grenada,189,380004
48199,Hardin,263,379675
27097,Morrison,1640,379396
49047,Uintah,620,379099
50019,Orleans,491,378821
8075,Logan,721,378517
48323,Maverick,149,378413
17203,Woodford,805,375661
48341,Moore,184,375216
55093,Pierce,1044,373882
48067,Cass,754,373795
39079,Jackson,341,373789
27105,Nobles,1075,373294
46065,Hughes,222,372928
54035,Jackson,593,372928
41061,Union,660,372635
45067,Marion,227,372388
28133,Sunflower,213,372171
5001,Arkansas,295,371674
51187,Warren,182,370295
51023,Botetourt,455,369925
2130,Ketchikan Gateway,0,369006
31067,Gage,999,367785
19017,Bremer,950,366029
29001,Adair,684,364504
48013,Atascosa,1074,364405
16023,Butte,147,364301
48225,Houston,1230,364040
17041,Douglas,564,363332
46081,Lawrence,229,362014
51009,Amherst,387,361551
17055,Franklin,474,361456
12121,Suwannee,831,361081
19015,Boone,726,360353
42103,Pike,30,360335
18027,Daviess,962,360084
35039,Rio Arriba,861,360076
19021,Buena Vista,793,359016
54009,Brooke,71,358661
16031,Cassia,614,358166
17165,Saline,375,358057
35055,Taos,403,357768
37117,Martin,403,357658
36095,Schoharie,450,356810
40039,Custer,731,356725
1079,Lawrence,830,355520
29207,Stoddard,809,354731
56041,Uinta,216,353993
41065,Wasco,383,353956
35017,Grant,228,353842
25007,Dukes,43,353652
22009,Avoyelles,854,353581
45089,Williamsburg,627,353546
47077,Henderson,694,353244
37197,Yadkin,839,352965
45001,Abbeville,440,352246
51109,Louisa,338,351507
29113,Lincoln,870,350974
19041,Clay,620,349376
28115,Pontotoc,510,348628
1025,Clarke,196,348242
29069,Dunklin,451,347596
48419,Shelby,961,347539
51197,Wythe,651,347108
12093,Okeechobee,313,347061
48221,Hood,584,346661
13303,Washington,249,344865
47071,Hardin,460,344760
5019,Clark,312,344684
47013,Campbell,393,343998
48071,Chambers,262,343765
45087,Union,261,342527
27079,Le Sueur,749,342430
42105,Potter,267,342154
39065,Hardin,755,341385
13305,Wayne,263,341243
51027,Buchanan,90,340885
40115,Ottawa,836,339767
13279,Toombs,297,339699
42115,Susquehanna,645,339413
5015,Carroll,959,339055
22011,Beauregard,663,338506
41027,Hood River,441,338149
47021,Cheatham,445,337798
17033,Crawford,479,337677
20099,Labette,841,337344
16053,Jerome,686,336935
5057,Hempstead,611,336427
16065,Madison,374,336390
55053,Jackson,640,335517
55083,Oconto,843,335321
29195,Saline,767,334204
37007,Anson,298,333929
29107,Lafayette,1110,333410
41057,Tillamook,283,333393
2150,Kodiak Island,0,333351
18135,Randolph,799,333070
22099,St. Martin,229,333023
48259,Kendall,583,332297
29143,New Madrid,350,331884
47103,Lincoln,1395,331774
22093,St. James,25,331503
28109,Pearl River,530,331058
27021,Cass,557,330824
29175,Randolph,676,330814
18181,White,565,330745
48499,Wood,1190,330065
21173,Montgomery,626,329876
6063,Plumas,103,329456
6011,Colusa,568,328894
12027,DeSoto,576,328688
5123,St. Francis,270,327677
27135,Roseau,780,327569
25019,Nantucket,13,327485
55057,Juneau,588,327463
40049,Garvin,1174,327305
48217,Hill,1375,327162
40111,Okmulgee,844,326462
38077,Richland,821,326458
38105,Williams,733,325537
48117,Deaf Smith,465,324988
19101,Jefferson,631,324333
48467,Van Zandt,2059,323856
24011,Caroline,504,323666
20059,Franklin,837,323159
38059,Morton,821,322391
1091,Marengo,385,322078
31177,Washington,587,321720
49007,Carbon,155,321666
21161,Mason,705,321176
26109,Menominee,281,321049
48147,Fannin,1312,320753
37141,Pender,288,320376
17075,Iroquois,1267,320333
21013,Bell,55,320137
53031,Jefferson,113,319980
32013,Humboldt,149,319905
6021,Glenn,895,319741
54067,Nicholas,268,319240
45033,Dillon,211,319141
37009,Ashe,932,318098
48331,Milam,1419,317936
48149,Fayette,2363,317929
50017,Orange,425,317595
26101,Manistee,225,316651
28025,Clay,314,316442
13119,Franklin,615,314460
24029,Kent,249,314250
45039,Fairfield,175,314083
27095,Mille Lacs,699,314064
5061,Howard,615,313919
55119,Taylor,847,313828
46093,Meade,708,313356
13225,Peach,131,313256
19181,Warren,1057,312986
21213,Simpson,478,312608
17085,Jo Daviess,791,312513
51075,Goochland,200,311103
26133,Osceola,416,311049
22067,Morehouse,284,309965
13017,Ben Hill,168,309955
48219,Hockley,453,309870
55003,Ashland,177,309599
21017,Bourbon,732,309454
1133,Winston,520,309232
18147,Spencer,619,309213
42099,Perry,504,309208
19083,Hardin,827,308875
8083,Montezuma,590,308645
29147,Nodaway,1139,308168
48463,Uvalde,503,308039
40135,Sequoyah,836,307231
1021,Chilton,603,307038
46005,Beadle,740,306673
37039,Cherokee,203,306226
27161,Waseca,658,305892
19059,Dickinson,474,305744
28145,Union,496,305739
19079,Hamilton,733,305628
18079,Jennings,593,305488
22003,Allen,324,305173
21095,Harlan,23,304928
21205,Rowan,447,302017
37091,Hertford,138,301936
48363,Palo Pinto,671,301606
40153,Woodward,661,300876
54053,Mason,638,300806
40041,Delaware,1072,300478
17057,Fulton,985,299529
13293,Upson,162,299113
54097,Upshur,387,298316
6015,Del Norte,69,298089
21167,Mercer,898,297855
48065,Carson,275,297855
21121,Knox,359,296069
27113,Pennington,416,295840
51175,Southampton,265,295395
39015,Brown,1298,295223
48025,Bee,579,295108
51073,Gloucester,93,293578
19123,Mahaska,897,293437
39019,Carroll,629,293194
47097,Lauderdale,384,292747
45069,Marlboro,144,292445
51167,Russell,976,292293
13103,Effingham,163,291880
22125,West Feliciana,159,291879
29157,Perry,770,290830
48427,Starr,585,290582
13147,Hart,403,290315
20149,Pottawatomie,697,289403
19081,Hancock,795,289029
47109,McNairy,556,288542
26035,Clare,270,287775
40015,Caddo,1277,287614
6027,Inyo,60,287476
30047,Lake,825,287117
51081,Greensville,128,286905
47025,Claiborne,1353,286888
21217,Taylor,920,286056
26069,Iosco,191,285671
26031,Cheboygan,161,285561
37169,Stokes,956,285394
13081,Crisp,168,285320
17133,Monroe,489,284381
28163,Yazoo,409,284140
55067,Langlade,332,284085
12075,Levy,414,283917
5029,Conway,639,283877
47029,Cocke,864,283801
29109,Lawrence,1519,283124
19065,Fayette,1197,283123
32011,Eureka,56,282890
13033,Burke,264,282825
47017,Carroll,712,282189
48177,Gonzales,1422,282176
22031,De Soto,511,282079
35047,San Miguel,584,281617
31185,York,645,281120
48293,Limestone,1054,280851
24039,Somerset,296,280805
53017,Douglas,674,280485
48325,Medina,1264,280349
13189,McDuffie,191,279467
48365,Panola,731,279440
12049,Hardee,838,279053
55047,Green Lake,587,279031
22039,Evangeline,516,278836
18049,Fulton,605,278680
5071,Johnson,538,277741
48185,Grimes,1204,277610
17039,De Witt,422,277560
55061,Kewaunee,803,277336
45027,Clarendon,327,277148
13123,Gilmer,220,276812
16047,Gooding,570,276371
5059,Hot Spring,396,274561
21041,Carroll,285,274379
18075,Jay,737,273785
19047,Crawford,1071,273742
20121,Miami,1066,273136
47047,Fayette,594,272607
8051,Gunnison,122,272043
8029,Delta,806,271493
16067,Minidoka,661,271121
19055,Delaware,1140,271048
42067,Juniata,496,269969
27093,Meeker,938,269813
41013,Crook,418,269768
27115,Pine,904,269345
28117,Prentiss,344,269033
47069,Hardeman,404,269001
40083,Logan,778,268831
5103,Ouachita,165,268718
18055,Greene,829,268698
55123,Vernon,1824,268237
29083,Henry,831,268097
31013,Box Butte,442,268066
13205,Mitchell,370,267847
54077,Preston,732,267562
28127,Simpson,546,266711
13001,Appling,475,266608
46083,Lincoln,834,266272
13105,Elbert,282,265936
13055,Chattooga,226,265747
19109,Kossuth,1372,265318
29209,Stone,652,264702
36049,Lewis,548,264416
13219,Oconee,263,264342
19043,Clayton,1287,263952
21085,Grayson,1354,263925
37011,Avery,220,263001
17045,Edgar,706,262947
21091,Hancock,431,262736
27045,Fillmore,1389,262492
48503,Young,568,261587
29217,Vernon,1104,261489
2261,Valdez-Cordova,0,261262
28091,Marion,456,260231
55125,Vilas,31,260102
5107,Phillips,261,259949
27157,Wabasha,814,259838
47085,Humphreys,461,259469
48171,Gillespie,1209,259431
18021,Clay,499,258892
8003,Alamosa,242,258857
20021,Cherokee,694,258852
51147,Prince Edward,281,258806
6051,Mono,53,258489
28029,Copiah,454,257469
5113,Polk,739,257463
54057,Mineral,287,256758
56007,Carbon,182,256747
47185,White,948,255993
18175,Washington,836,255656
51137,Orange,361,255650
8089,Otero,430,254688
13187,Lumpkin,204,254064
40009,Beckham,654,253952
12007,Bradford,278,253700
19183,Washington,810,253559
40113,Osage,964,252891
19019,Buchanan,1022,252880
8099,Prowers,440,252649
13227,Pickens,178,252369
12123,Taylor,110,251789
20133,Neosho,639,251543
55011,Buffalo,830,250926
19011,Benton,1113,250844
28101,Newton,546,250364
1013,Butler,421,250277
53039,Klickitat,437,249868
35041,Roosevelt,611,249686
39001,Adams,1180,249665
48459,Upshur,965,249179
5023,Cleburne,607,249107
31151,Saline,676,248664
8119,Teller,69,248536
55023,Crawford,833,248185
18143,Scott,332,248181
13267,Tattnall,461,247745
22007,Assumption,47,247707
17189,Washington,702,247652
8049,Grand,116,247534
37093,Hoke,138,247457
30041,Hill,427,247143
21133,Letcher,29,246920
45049,Hampton,214,246738
1129,Washington,339,246413
4009,Graham,225,246176
48133,Eastland,1006,246114
28139,Tippah,506,246019
49041,Sevier,323,245747
13143,Haralson,236,245446
20005,Atchison,588,245220
27071,Koochiching,167,244438
42057,Fulton,397,243767
40087,McClain,759,242956
29167,Polk,1451,242449
27127,Redwood,1109,242435
47115,Marion,249,242379
17159,Richland,486,242369
31159,Seward,765,242251
5149,Yell,745,242191
28079,Leake,558,241943
26089,Leelanau,293,241642
26009,Antrim,217,241558
19145,Page,775,241445
48123,DeWitt,1347,241425
29131,Miller,981,240908
40081,Lincoln,1534,240896
40133,Seminole,814,240274
39117,Morrow,668,240223
39127,Perry,510,240087
5081,Little River,316,239350
17145,Perry,473,239239
13237,Putnam,145,238677
48089,Colorado,1274,238367
22053,Jefferson Davis,449,238303
28093,Marshall,474,238115
26127,Oceana,515,237978
5043,Drew,258,237546
51139,Page,460,237207
48415,Scurry,503,236801
18139,Rush,582,236427
48289,Leon,1483,235646
13211,Morgan,317,235563
39073,Hocking,325,235214
27153,Todd,1645,234865
40145,Wagoner,727,234747
18165,Vermillion,259,234697
19197,Wright,682,234587
1061,Geneva,705,234578
13107,Emanuel,322,233918
38057,Mercer,470,233239
5111,Poinsett,437,233051
13311,White,261,232921
47075,Haywood,359,232853
28137,Tate,491,232088
41015,Curry,145,231779
29219,Warren,465,231555
40073,Kingfisher,764,231205
21233,Webster,399,231075
18015,Carroll,520,230685
13131,Grady,448,229375
21225,Union,272,229229
13099,Early,254,229139
54109,Wyoming,51,229107
48055,Caldwell,860,228959
45037,Edgefield,221,228602
29117,Livingston,635,228576
17051,Fayette,1006,228495
27023,Chippewa,621,228158
28017,Chickasaw,406,228099
2050,Bethel,0,228081
55099,Price,346,228079
17025,Clay,601,227801
48487,Wilbarger,389,227785
27129,Renville,1125,227435
5083,Logan,866,227235
18123,Perry,443,227064
48343,Morris,326,226597
8047,Gilpin,12,226428
54023,Grant,326,226420
29055,Crawford,613,226250
48369,Parmer,450,226112
53001,Adams,416,225602
21115,Johnson,205,225468
18045,Fountain,539,225056
17173,Shelby,1136,224638
17067,Hancock,1018,224312
13199,Meriwether,231,224084
55113,Sawyer,134,224081
19141,O'Brien,977,223472
20191,Sumner,1050,223396
1087,Macon,273,223307
1023,Choctaw,200,222807
28153,Wayne,421,221957
18117,Orange,457,221832
19105,Jones,905,221604
20041,Dickinson,823,221375
19035,Cherokee,820,220429
56023,Lincoln,415,220391
37131,Northampton,333,220388
46027,Clay,376,220188
53049,Pacific,209,219727
29225,Webster,1408,219302
47159,Smith,970,218918
5067,Jackson,303,218405
51145,Powhatan,176,218384
41031,Jefferson,282,218263
35006,Cibola,153,218167
53055,San Juan,131,218113
39105,Meigs,451,218101
35029,Luna,124,218032
17017,Cass,334,217172
37015,Bertie,361,217083
36123,Yates,532,216540
1057,Fayette,277,216488
27039,Dodge,626,216432
19029,Cass,777,216273
23021,Piscataquis,125,216099
48353,Nolan,379,215986
22085,Sabine,384,215776
19067,Floyd,730,215602
19005,Allamakee,838,215479
26129,Ogemaw,227,215281
31033,Cheyenne,530,214677
48165,Gaines,478,214419
49039,Sanpete,541,213979
51033,Caroline,154,213613
56009,Converse,222,213530
55103,Richland,925,213522
19171,Tama,1075,213248
38099,Walsh,603,213080
18153,Sullivan,477,213048
8015,Chaffee,131,212957
28021,Claiborne,164,212773
48357,Ochiltree,295,212547
20011,Bourbon,715,212339
19097,Jackson,1131,211474
19031,Cedar,894,211304
22111,Union,402,211107
26143,Roscommon,32,210964
21155,Marion,921,210573
16075,Payette,480,210550
51135,Nottoway,279,210426
12129,Wakulla,81,209978
40001,Adair,902,209558
13207,Monroe,150,209216
5133,Sevier,502,208841
48007,Aransas,37,208005
20001,Allen,573,207992
30053,Lincoln,192,207358
29155,Pemiscot,272,207080
19175,Union,586,206587
12133,Washington,259,206454
13163,Jefferson,244,206453
54041,Lewis,306,206400
29119,McDonald,942,206215
5041,Desha,201,205777
47151,Scott,213,205513
48161,Freestone,1090,204761
31131,Otoe,713,204242
51071,Giles,302,204214
55107,Rusk,588,204157
17015,Carroll,542,204148
28159,Winston,453,204090
29186,Ste. Genevieve,527,203441
17127,Massac,373,203416
47171,Unicoi,218,203364
6043,Mariposa,222,203079
28129,Smith,630,203062
8113,San Miguel,83,203012
8081,Moffat,279,202900
27043,Faribault,872,202856
40035,Craig,965,202648
21003,Allen,1050,202564
2220,Sitka,0,201720
20117,Marshall,887,201651
28057,Itawamba,379,200841
26053,Gogebic,45,200812
31137,Phelps,423,200556
53003,Asotin,107,200344
5037,Cross,268,200272
17187,Warren,654,200055
21097,Harrison,987,199833
21183,Ohio,899,199801
18131,Pulaski,529,199738
39125,Paulding,527,199732
54047,McDowell,9,199295
37041,Chowan,140,198922
29215,Texas,1417,198795
30095,Stillwater,336,198679
37121,Mitchell,286,198365
31039,Cuming,890,198191
54031,Hardy,429,198050
22077,Pointe Coupee,370,197594
29163,Pike,800,197075
48425,Somervell,204,196699
27159,Wadena,551,196419
13241,Rabun,118,195684
38071,Ramsey,457,195564
31155,Saunders,1074,194705
48285,Lavaca,2202,194431
4012,La Paz,59,194337
49013,Duchesne,643,194305
1111,Randolph,513,194286
27057,Hubbard,366,194168
48239,Jackson,639,194080
48111,Dallam,226,193678
35027,Lincoln,272,193648
28141,Tishomingo,255,193030
31127,Nemaha,436,192866
4011,Greenlee,77,192218
51141,Patrick,491,192187
45017,Calhoun,225,191874
28007,Attala,354,191042
12003,Baker,171,190890
8105,Rio Grande,272,190787
28031,Covington,451,190781
13035,Butts,123,190314
13133,Greene,185,190158
30087,Rosebud,253,189255
13111,Fannin,163,189084
47041,DeKalb,702,189028
48069,Castro,368,188321
48253,Jones,676,187851
5047,Franklin,665,187792
55137,Waushara,524,187410
27149,Stevens,467,187196
55129,Washburn,282,187141
29177,Ray,906,187059
35053,Socorro,341,186405
56003,Big Horn,419,186381
13091,Dodge,364,186067
27117,Pipestone,715,185996
17181,Union,430,185970
29011,Barton,755,185956
35007,Colfax,227,185761
17191,Wayne,880,185744
38067,Pembina,504,185684
48287,Lee,1383,185579
17023,Clark,600,185392
29053,Cooper,752,185284
27033,Cottonwood,756,185164
13195,Madison,560,184979
31025,Cass,624,184630
17193,White,362,184497
1075,Lamar,272,183800
48279,Lamb,535,183751
21231,Wayne,736,183544
31145,Red Willow,352,183495
39111,Monroe,572,183266
48003,Andrews,109,183223
51105,Lee,1174,183119
18159,Tipton,347,182994
17053,Ford,506,182575
13161,Jeff Davis,230,182474
27055,Houston,818,182386
21081,Grant,932,182104
21207,Russell,919,182051
51131,Northampton,141,182037
13193,Macon,208,181780
1067,Henry,301,181755
17005,Bond,547,181735
20031,Coffey,530,181529
46079,Lake,510,181272
13291,Union,234,181176
16051,Jefferson,667,180887
55001,Adams,289,180771
19165,Shelby,927,180376
41001,Baker,487,180159
22083,Richland,455,180082
8125,Yuma,731,180081
1019,Cherokee,384,179650
13145,Harris,192,179627
22037,East Feliciana,418,179584
30067,Park,278,179382
19037,Chickasaw,869,179333
29073,Gasconade,726,179333
19063,Emmet,483,179329
13085,Dawson,161,179146
31041,Custer,1150,178748
38079,Rolette,406,178647
17101,Lawrence,305,178510
48493,Wilson,1530,178232
5021,Clay,492,177884
31037,Colfax,598,177588
26011,Arenac,248,177387
37079,Greene,311,176732
8071,Las Animas,415,176581
26097,Mackinac,67,176565
26051,Gladwin,366,176542
47133,Overton,738,176442
19189,Winnebago,536,176432
29115,Linn,732,176402
40077,Latimer,514,175727
1041,Crenshaw,426,174892
21043,Carter,882,174862
19137,Montgomery,514,174828
